"행정구역","2020년_거주자 인구수","2020년_세대수","2020년_세대당 인구","2020년_남자 인구수","2020년_여자 인구수","2020년_남여 비율"
"경상북도 영천시 금호읍(4723025000)","10,988","6,145","          1.79","5,764","5,224","          1.10"
"경상북도 영천시 청통면(4723031000)","4,120","2,290","          1.80","2,145","1,975","          1.09"
"경상북도 영천시 신녕면(4723032000)","3,884","2,280","          1.70","1,911","1,973","          0.97"
"경상북도 영천시 화산면(4723033000)","3,260","1,788","          1.82","1,705","1,555","          1.10"
"경상북도 영천시 화북면(4723034000)","2,203","1,294","          1.70","1,089","1,114","          0.98"
"경상북도 영천시 화남면(4723035000)","3,116","1,792","          1.74","1,592","1,524","          1.04"
"경상북도 영천시 자양면(4723036000)","1,213","738","          1.64","611","602","          1.01"
"경상북도 영천시 임고면(4723037000)","4,223","2,310","          1.83","2,139","2,084","          1.03"
"경상북도 영천시 고경면(4723038000)","5,836","3,473","          1.68","3,207","2,629","          1.22"
"경상북도 영천시 북안면(4723039000)","4,399","2,524","          1.74","2,266","2,133","          1.06"
"경상북도 영천시 대창면(4723040000)","3,067","1,767","          1.74","1,628","1,439","          1.13"
"경상북도 영천시 동부동(4723051000)","29,333","12,987","          2.26","14,474","14,859","          0.97"
"경상북도 영천시 중앙동(4723052000)","9,770","4,564","          2.14","4,877","4,893","          1.00"
"경상북도 영천시 서부동(4723053500)","4,787","2,649","          1.81","2,379","2,408","          0.99"
"경상북도 영천시 완산동(4723054000)","6,914","3,246","          2.13","3,441","3,473","          0.99"
"경상북도 영천시 남부동(4723055500)","4,181","2,361","          1.77","2,254","1,927","          1.17"
"경상북도 상주시 (4725000000)","96,520","48,232","          2.00","47,345","49,175","          0.96"
"경상북도 상주시 함창읍(4725025000)","6,502","3,379","          1.92","3,135","3,367","          0.93"
"경상북도 상주시 중동면(4725031000)","1,398","780","          1.79","681","717","          0.95"
"경상북도 상주시 사벌국면(4725032500)","3,830","2,061","          1.86","1,874","1,956","          0.96"
"경상북도 상주시 낙동면(4725033000)","3,016","1,644","          1.83","1,473","1,543","          0.95"
"경상북도 상주시 낙동면동부출장소(4725033500)","979","546","          1.79","479","500","          0.96"
"경상북도 상주시 청리면(4725034000)","2,652","1,417","          1.87","1,296","1,356","          0.96"
"경상북도 상주시 공성면(4725035000)","3,914","2,109","          1.86","1,927","1,987","          0.97"
"경상북도 상주시 외남면(4725036000)","1,666","880","          1.89","830","836","          0.99"
"경상북도 상주시 내서면(4725037000)","1,942","1,051","          1.85","992","950","          1.04"
"경상북도 상주시 모동면(4725038000)","2,547","1,301","          1.96","1,274","1,273","          1.00"
"경상북도 상주시 모서면(4725039000)","1,734","945","          1.83","878","856","          1.03"
"경상북도 상주시 모서면서부출장소(4725039500)","742","411","          1.81","356","386","          0.92"
"경상북도 상주시 화동면(4725040000)","1,973","1,042","          1.89","989","984","          1.01"
"경상북도 상주시 화서면(4725041000)","2,767","1,447","          1.91","1,344","1,423","          0.94"
"경상북도 상주시 화북면(4725042000)","1,229","677","          1.82","625","604","          1.03"
"경상북도 상주시 화북면서부출장소(4725042600)","331","205","          1.61","172","159","          1.08"
"경상북도 상주시 외서면(4725043000)","2,703","1,479","          1.83","1,273","1,430","          0.89"
"경상북도 상주시 은척면(4725044000)","1,139","657","          1.73","527","612","          0.86"
"경상북도 상주시 은척면북부출장소(4725044500)","378","225","          1.68","197","181","          1.09"
"경상북도 상주시 공검면(4725045000)","2,143","1,210","          1.77","1,017","1,126","          0.90"
"경상북도 상주시 이안면(4725046000)","2,045","1,155","          1.77","980","1,065","          0.92"
"경상북도 상주시 화남면(4725047000)","804","483","          1.66","388","416","          0.93"
"경상북도 상주시 남원동(4725052000)","12,175","5,414","          2.25","5,995","6,180","          0.97"
"경상북도 상주시 북문동(4725053000)","9,111","4,244","          2.15","4,533","4,578","          0.99"
"경상북도 상주시 계림동(4725054000)","7,905","3,814","          2.07","3,767","4,138","          0.91"
"경상북도 상주시 동문동(4725055000)","8,279","3,834","          2.16","4,035","4,244","          0.95"
"경상북도 상주시 동성동(4725056000)","3,645","1,734","          2.10","1,793","1,852","          0.97"
"경상북도 상주시 신흥동(4725057000)","8,971","4,088","          2.19","4,515","4,456","          1.01"
"경상북도 문경시 (4728000000)","70,857","35,796","          1.98","34,782","36,075","          0.96"
"경상북도 문경시 문경읍(4728025000)","5,755","3,078","          1.87","2,794","2,961","          0.94"
"경상북도 문경시 문경읍갈평출장소(4728025100)","1,121","570","          1.97","567","554","          1.02"
"경상북도 문경시 가은읍(4728025300)","3,178","1,785","          1.78","1,552","1,626","          0.95"
"경상북도 문경시 가은읍북부출장소(4728025400)","832","486","          1.71","432","400","          1.08"
"경상북도 문경시 영순면(4728031000)","2,434","1,457","          1.67","1,264","1,170","          1.08"
"경상북도 문경시 산양면(4728032000)","3,019","1,679","          1.80","1,510","1,509","          1.00"
"경상북도 문경시 호계면(4728033000)","2,381","1,412","          1.69","1,133","1,248","          0.91"
"경상북도 문경시 산북면(4728034000)","2,753","1,576","          1.75","1,379","1,374","          1.00"
"경상북도 문경시 동로면(4728035000)","1,937","1,103","          1.76","994","943","          1.05"
"경상북도 문경시 마성면(4728036000)","3,513","2,074","          1.69","1,668","1,845","          0.90"
"경상북도 문경시 농암면(4728037000)","2,580","1,538","          1.68","1,182","1,398","          0.85"
"경상북도 문경시 점촌1동(4728057000)","5,771","2,779","          2.08","2,829","2,942","          0.96"
"경상북도 문경시 점촌2동(4728058000)","7,044","3,548","          1.99","3,430","3,614","          0.95"
"경상북도 문경시 점촌3동(4728059000)","9,048","4,154","          2.18","4,502","4,546","          0.99"
"경상북도 문경시 점촌4동(4728060000)","3,108","1,686","          1.84","1,555","1,553","          1.00"
"경상북도 문경시 점촌5동(4728061000)","16,383","6,871","          2.38","7,991","8,392","          0.95"
"경상북도 경산시 (4729000000)","262,106","118,280","          2.22","131,869","130,237","          1.01"
"경상북도 경산시 하양읍(4729025000)","25,417","11,322","          2.24","12,771","12,646","          1.01"
"경상북도 경산시 진량읍(4729025300)","36,143","16,544","          2.18","18,815","17,328","          1.09"
"경상북도 경산시 압량읍(4729025600)","20,768","10,204","          2.04","11,025","9,743","          1.13"
"경상북도 경산시 와촌면(4729031000)","5,934","3,026","          1.96","3,186","2,748","          1.16"
"경상북도 경산시 자인면(4729033000)","5,504","2,837","          1.94","2,791","2,713","          1.03"
"경상북도 경산시 용성면(4729034000)","3,328","1,825","          1.82","1,752","1,576","          1.11"
"경상북도 경산시 남산면(4729035000)","3,745","1,930","          1.94","1,938","1,807","          1.07"
"경상북도 경산시 남천면(4729037000)","3,010","1,519","          1.98","1,537","1,473","          1.04"
"경상북도 경산시 중방동(4729051000)","9,926","4,622","          2.15","4,813","5,113","          0.94"
"경상북도 경산시 중앙동(4729052000)","6,530","3,486","          1.87","3,234","3,296","          0.98"
"경상북도 경산시 남부동(4729053000)","20,011","8,349","          2.40","9,845","10,166","          0.97"
"경상북도 경산시 서부1동(4729054100)","36,471","15,089","          2.42","17,411","19,060","          0.91"
"경상북도 경산시 서부2동(4729054200)","30,639","11,672","          2.63","14,725","15,914","          0.93"
"경상북도 경산시 북부동(4729055000)","16,075","9,249","          1.74","8,722","7,353","          1.19"
"경상북도 경산시 동부동(4729056000)","38,605","16,606","          2.32","19,304","19,301","          1.00"
"경상북도 군위군 (4772000000)","23,093","12,946","          1.78","11,822","11,271","          1.05"
"경상북도 군위군 군위읍(4772025000)","8,141","4,130","          1.97","4,229","3,912","          1.08"
"경상북도 군위군 소보면(4772031000)","2,302","1,403","          1.64","1,176","1,126","          1.04"
"경상북도 군위군 효령면(4772032000)","3,736","2,061","          1.81","1,919","1,817","          1.06"
"경상북도 군위군 부계면(4772033000)","2,033","1,157","          1.76","1,043","990","          1.05"
"경상북도 군위군 우보면(4772034000)","1,995","1,220","          1.64","1,007","988","          1.02"
"경상북도 군위군 의흥면(4772035000)","2,369","1,400","          1.69","1,147","1,222","          0.94"
"경상북도 군위군 산성면(4772036000)","1,176","733","          1.60","597","579","          1.03"
"경상북도 군위군 고로면(4772037000)","1,341","842","          1.59","704","637","          1.11"
"경상북도 의성군 (4773000000)","51,213","28,282","          1.81","25,049","26,164","          0.96"
"경상북도 의성군 의성읍(4773025000)","13,276","6,663","          1.99","6,514","6,762","          0.96"
"경상북도 의성군 단촌면(4773031000)","1,922","1,131","          1.70","950","972","          0.98"
"경상북도 의성군 점곡면(4773032000)","1,584","957","          1.66","781","803","          0.97"
"경상북도 의성군 옥산면(4773033000)","1,800","996","          1.81","884","916","          0.97"
"경상북도 의성군 사곡면(4773034000)","1,553","927","          1.68","738","815","          0.91"
"경상북도 의성군 춘산면(4773035000)","1,462","799","          1.83","747","715","          1.04"
"경상북도 의성군 가음면(4773036000)","1,459","846","          1.72","728","731","          1.00"
"경상북도 의성군 금성면(4773037000)","4,294","2,466","          1.74","2,103","2,191","          0.96"
"경상북도 의성군 봉양면(4773038000)","3,916","2,228","          1.76","1,891","2,025","          0.93"
"경상북도 의성군 비안면(4773039000)","2,520","1,467","          1.72","1,230","1,290","          0.95"
"경상북도 의성군 구천면(4773040000)","1,808","994","          1.82","903","905","          1.00"
"경상북도 의성군 단밀면(4773041000)","1,742","969","          1.80","863","879","          0.98"
"경상북도 의성군 단북면(4773042000)","1,791","1,006","          1.78","856","935","          0.92"
"경상북도 의성군 안계면(4773043000)","4,546","2,426","          1.87","2,164","2,382","          0.91"
"경상북도 의성군 다인면(4773044000)","3,779","2,123","          1.78","1,864","1,915","          0.97"
"경상북도 의성군 신평면(4773045000)","805","491","          1.64","389","416","          0.94"
"경상북도 의성군 안평면(4773046000)","2,120","1,247","          1.70","1,052","1,068","          0.99"
"경상북도 의성군 안사면(4773047000)","836","546","          1.53","392","444","          0.88"
"경상북도 청송군 (4775000000)","24,872","13,904","          1.79","12,411","12,461","          1.00"
"경상북도 청송군 청송읍(4775025000)","5,170","2,672","          1.93","2,570","2,600","          0.99"
"경상북도 청송군 주왕산면(4775031500)","1,846","1,087","          1.70","914","932","          0.98"
"경상북도 청송군 부남면(4775032000)","2,481","1,416","          1.75","1,219","1,262","          0.97"
"경상북도 청송군 현동면(4775033000)","2,084","1,156","          1.80","1,035","1,049","          0.99"
"경상북도 청송군 현서면(4775034000)","2,516","1,436","          1.75","1,251","1,265","          0.99"
"경상북도 청송군 안덕면(4775035000)","2,597","1,546","          1.68","1,243","1,354","          0.92"
"경상북도 청송군 파천면(4775036000)","1,785","1,039","          1.72","890","895","          0.99"
"경상북도 청송군 진보면(4775037000)","6,393","3,552","          1.80","3,289","3,104","          1.06"
"경상북도 영양군 (4776000000)","16,521","8,967","          1.84","8,204","8,317","          0.99"
"경상북도 영양군 영양읍(4776025000)","7,244","3,669","          1.97","3,575","3,669","          0.97"
"경상북도 영양군 입암면(4776031000)","2,120","1,212","          1.75","1,031","1,089","          0.95"
"경상북도 영양군 청기면(4776032000)","1,724","1,006","          1.71","875","849","          1.03"
"경상북도 영양군 일월면(4776033000)","1,752","970","          1.81","865","887","          0.98"
"경상북도 영양군 수비면(4776034000)","1,667","962","          1.73","845","822","          1.03"
"경상북도 영양군 석보면(4776035000)","2,014","1,148","          1.75","1,013","1,001","          1.01"
"경상북도 영덕군 (4777000000)","35,966","19,837","          1.81","17,055","18,911","          0.90"
"경상북도 영덕군 영덕읍(4777025000)","10,945","5,433","          2.01","5,235","5,710","          0.92"
"경상북도 영덕군 강구면(4777031000)","6,194","3,476","          1.78","2,919","3,275","          0.89"
"경상북도 영덕군 남정면(4777032000)","2,349","1,449","          1.62","1,137","1,212","          0.94"
"경상북도 영덕군 달산면(4777033000)","1,111","686","          1.62","501","610","          0.82"
"경상북도 영덕군 지품면(4777034000)","1,473","864","          1.70","731","742","          0.99"
"경상북도 영덕군 지품면원전출장소(4777034500)","523","309","          1.69","246","277","          0.89"
"경상북도 영덕군 축산면(4777035000)","909","527","          1.72","431","478","          0.90"
"경상북도 영덕군 축산면축산출장소(4777035500)","1,717","994","          1.73","812","905","          0.90"
"경상북도 영덕군 영해면(4777036000)","6,313","3,383","          1.87","2,919","3,394","          0.86"
"경상북도 영덕군 병곡면(4777037000)","2,758","1,672","          1.65","1,298","1,460","          0.89"
"경상북도 영덕군 창수면(4777038000)","1,674","1,044","          1.60","826","848","          0.97"
"경상북도 청도군 (4782000000)","41,960","22,567","          1.86","20,634","21,326","          0.97"
"경상북도 청도군 화양읍(4782025000)","7,150","3,337","          2.14","3,512","3,638","          0.97"
"경상북도 청도군 화양읍남성현출장소(4782025100)","1,108","614","          1.80","551","557","          0.99"
"경상북도 청도군 청도읍(4782025300)","10,215","5,056","          2.02","4,981","5,234","          0.95"
"경상북도 청도군 청도읍유호출장소(4782025400)","1,607","918","          1.75","780","827","          0.94"
"경상북도 청도군 각남면(4782031000)","2,118","1,223","          1.73","1,017","1,101","          0.92"
"경상북도 청도군 풍각면(4782032000)","3,909","2,228","          1.75","1,916","1,993","          0.96"
"경상북도 청도군 각북면(4782033000)","2,209","1,306","          1.69","1,091","1,118","          0.98"
"경상북도 청도군 이서면(4782034000)","4,479","2,421","          1.85","2,187","2,292","          0.95"
"경상북도 청도군 운문면(4782035000)","2,099","1,267","          1.66","1,032","1,067","          0.97"
"경상북도 청도군 금천면(4782036000)","3,308","1,968","          1.68","1,674","1,634","          1.02"
"경상북도 청도군 매전면(4782037000)","3,758","2,229","          1.69","1,893","1,865","          1.02"
"경상북도 고령군 (4783000000)","31,150","16,305","          1.91","15,978","15,172","          1.05"
"경상북도 고령군 대가야읍(4783025300)","10,021","4,950","          2.02","5,045","4,976","          1.01"
"경상북도 고령군 덕곡면(4783031000)","1,422","835","          1.70","702","720","          0.98"
"경상북도 고령군 운수면(4783032000)","1,870","1,088","          1.72","937","933","          1.00"
"경상북도 고령군 성산면(4783033000)","2,562","1,440","          1.78","1,405","1,157","          1.21"
"경상북도 고령군 다산면(4783034000)","8,413","4,055","          2.07","4,372","4,041","          1.08"
"경상북도 고령군 개진면(4783035000)","1,921","1,173","          1.64","1,024","897","          1.14"
"경상북도 고령군 우곡면(4783036000)","1,576","887","          1.78","817","759","          1.08"
"경상북도 고령군 쌍림면(4783037000)","3,365","1,877","          1.79","1,676","1,689","          0.99"
"경상북도 성주군 (4784000000)","43,102","23,232","          1.86","22,332","20,770","          1.08"
"경상북도 성주군 성주읍(4784025000)","13,633","6,615","          2.06","6,935","6,698","          1.04"
"경상북도 성주군 선남면(4784031000)","6,121","3,428","          1.79","3,354","2,767","          1.21"
"경상북도 성주군 용암면(4784032000)","3,715","2,134","          1.74","2,020","1,695","          1.19"
"경상북도 성주군 수륜면(4784033000)","3,056","1,840","          1.66","1,511","1,545","          0.98"
"경상북도 성주군 가천면(4784034000)","2,024","1,214","          1.67","1,007","1,017","          0.99"
"경상북도 성주군 금수면(4784035000)","1,202","768","          1.57","624","578","          1.08"
"경상북도 성주군 대가면(4784036000)","2,437","1,344","          1.81","1,231","1,206","          1.02"
"경상북도 성주군 벽진면(4784037000)","3,051","1,673","          1.82","1,570","1,481","          1.06"
"경상북도 성주군 초전면(4784038000)","4,479","2,365","          1.89","2,289","2,190","          1.05"
"경상북도 성주군 월항면(4784039000)","3,384","1,851","          1.83","1,791","1,593","          1.12"
"경상북도 칠곡군 (4785000000)","113,855","52,221","          2.18","59,391","54,464","          1.09"
"경상북도 칠곡군 왜관읍(4785025000)","32,994","14,656","          2.25","16,613","16,381","          1.01"
"경상북도 칠곡군 북삼읍(4785025300)","24,203","10,172","          2.38","12,612","11,591","          1.09"
"경상북도 칠곡군 석적읍(4785025600)","30,777","13,871","          2.22","16,576","14,201","          1.17"
"경상북도 칠곡군 지천면(4785031000)","4,181","2,397","          1.74","2,247","1,934","          1.16"
"경상북도 칠곡군 동명면(4785032000)","5,256","2,846","          1.85","2,690","2,566","          1.05"
"경상북도 칠곡군 가산면(4785033000)","3,497","1,959","          1.79","1,910","1,587","          1.20"
"경상북도 칠곡군 약목면(4785036000)","9,745","4,709","          2.07","5,058","4,687","          1.08"
"경상북도 칠곡군 기산면(4785037000)","3,202","1,611","          1.99","1,685","1,517","          1.11"
"경상북도 예천군 (4790000000)","55,310","27,017","          2.05","27,222","28,088","          0.97"
"경상북도 예천군 예천읍(4790025000)","14,681","7,198","          2.04","7,255","7,426","          0.98"
"경상북도 예천군 용문면(4790031000)","2,288","1,330","          1.72","1,142","1,146","          1.00"
"경상북도 예천군 감천면(4790034000)","2,635","1,479","          1.78","1,314","1,321","          0.99"
"경상북도 예천군 보문면(4790035000)","1,687","955","          1.77","831","856","          0.97"
"경상북도 예천군 호명면(4790036000)","19,167","7,563","          2.53","9,433","9,734","          0.97"
"경상북도 예천군 유천면(4790037000)","2,517","1,410","          1.79","1,242","1,275","          0.97"
"경상북도 예천군 용궁면(4790038000)","2,434","1,372","          1.77","1,182","1,252","          0.94"
"경상북도 예천군 개포면(4790039000)","1,508","898","          1.68","725","783","          0.93"
"경상북도 예천군 지보면(4790040000)","2,705","1,579","          1.71","1,331","1,374","          0.97"
"경상북도 예천군 풍양면(4790041000)","3,140","1,826","          1.72","1,502","1,638","          0.92"
"경상북도 예천군 효자면(4790042000)","1,186","683","          1.74","586","600","          0.98"
"경상북도 예천군 은풍면(4790043000)","1,362","724","          1.88","679","683","          0.99"
"경상북도 봉화군 (4792000000)","31,169","16,614","          1.88","15,705","15,464","          1.02"
"경상북도 봉화군 봉화읍(4792025000)","9,944","4,763","          2.09","4,901","5,043","          0.97"
"경상북도 봉화군 물야면(4792031000)","3,107","1,706","          1.82","1,561","1,546","          1.01"
"경상북도 봉화군 봉성면(4792032000)","2,096","1,122","          1.87","1,020","1,076","          0.95"
"경상북도 봉화군 법전면(4792033000)","1,991","1,114","          1.79","1,005","986","          1.02"
"경상북도 봉화군 춘양면(4792034000)","4,383","2,452","          1.79","2,180","2,203","          0.99"
"경상북도 봉화군 소천면(4792035000)","2,173","1,306","          1.66","1,096","1,077","          1.02"
"경상북도 봉화군 재산면(4792036000)","1,502","866","          1.73","764","738","          1.04"
"경상북도 봉화군 명호면(4792037000)","2,230","1,242","          1.80","1,172","1,058","          1.11"
"경상북도 봉화군 상운면(4792038000)","1,741","1,004","          1.73","895","846","          1.06"
"경상북도 봉화군 석포면(4792039000)","2,002","1,039","          1.93","1,111","891","          1.25"
"경상북도 울진군 (4793000000)","48,420","25,289","          1.91","24,321","24,099","          1.01"
"경상북도 울진군 울진읍(4793025000)","13,990","6,159","          2.27","7,069","6,921","          1.02"
"경상북도 울진군 평해읍(4793025300)","2,848","1,696","          1.68","1,387","1,461","          0.95"
"경상북도 울진군 북면(4793031000)","6,657","3,341","          1.99","3,504","3,153","          1.11"
"경상북도 울진군 북면하당출장소(4793031500)","707","407","          1.74","366","341","          1.07"
"경상북도 울진군 근남면(4793033000)","2,756","1,545","          1.78","1,386","1,370","          1.01"
"경상북도 울진군 기성면(4793035000)","2,518","1,605","          1.57","1,194","1,324","          0.90"
"경상북도 울진군 온정면(4793036000)","1,744","1,014","          1.72","851","893","          0.95"
"경상북도 울진군 죽변면(4793037000)","6,430","3,584","          1.79","3,306","3,124","          1.06"
"경상북도 울진군 후포면(4793038000)","7,507","3,962","          1.89","3,697","3,810","          0.97"
"경상북도 울진군 금강송면(4793039000)","1,256","760","          1.65","621","635","          0.98"
"경상북도 울진군 매화면(4793040000)","2,007","1,216","          1.65","940","1,067","          0.88"
"경상북도 울릉군 (4794000000)","8,919","5,170","          1.73","4,875","4,044","          1.21"
"경상북도 울릉군 울릉읍(4794025000)","6,305","3,609","          1.75","3,436","2,869","          1.20"
"경상북도 울릉군 서면(4794031000)","871","455","          1.91","478","393","          1.22"
"경상북도 울릉군 서면태하출장소(4794031500)","436","274","          1.59","236","200","          1.18"
"경상북도 울릉군 북면(4794032000)","1,307","832","          1.57","725","582","          1.25"
"경상남도  (4800000000)","3,321,362","1,467,769","          2.26","1,671,807","1,649,555","          1.01"
"경상남도 창원시 (4812000000)","1,030,971","436,941","          2.36","522,238","508,733","          1.03"
"경상남도 창원시 의창구 (4812100000)","261,199","110,571","          2.36","132,820","128,379","          1.03"
"경상남도 창원시 의창구 동읍(4812125000)","19,930","8,827","          2.26","10,154","9,776","          1.04"
"경상남도 창원시 의창구 북면(4812131000)","43,323","16,421","          2.64","21,864","21,459","          1.02"
"경상남도 창원시 의창구 대산면(4812132000)","7,154","3,621","          1.98","3,636","3,518","          1.03"
"경상남도 창원시 의창구 의창동(4812151000)","50,770","20,643","          2.46","25,668","25,102","          1.02"
"경상남도 창원시 의창구 팔룡동(4812152000)","37,796","14,991","          2.52","19,380","18,416","          1.05"
"경상남도 창원시 의창구 명곡동(4812153000)","42,192","17,828","          2.37","21,433","20,759","          1.03"
"경상남도 창원시 의창구 봉림동(4812154000)","30,137","15,231","          1.98","15,695","14,442","          1.09"
"경상남도 창원시 의창구 용지동(4812155000)","29,897","13,009","          2.30","14,990","14,907","          1.01"
"경상남도 창원시 성산구 (4812300000)","213,791","85,451","          2.50","109,198","104,593","          1.04"
"경상남도 창원시 성산구 반송동(4812351000)","41,817","15,334","          2.73","21,104","20,713","          1.02"
"경상남도 창원시 성산구 중앙동(4812352000)","22,706","12,865","          1.76","12,454","10,252","          1.21"
"경상남도 창원시 성산구 상남동(4812353000)","28,198","10,472","          2.69","14,180","14,018","          1.01"
"경상남도 창원시 성산구 사파동(4812354000)","45,490","18,168","          2.50","22,647","22,843","          0.99"
"경상남도 창원시 성산구 가음정동(4812355000)","41,145","15,738","          2.61","20,885","20,260","          1.03"
"경상남도 창원시 성산구 성주동(4812356000)","26,560","9,510","          2.79","13,812","12,748","          1.08"
"경상남도 창원시 성산구 웅남동(4812357000)","7,875","3,364","          2.34","4,116","3,759","          1.09"
"경상남도 창원시 마산합포구 (4812500000)","174,096","78,691","          2.21","86,686","87,410","          0.99"
"경상남도 창원시 마산합포구 구산면(4812531000)","4,291","2,299","          1.87","2,216","2,075","          1.07"
"경상남도 창원시 마산합포구 진동면(4812532000)","12,298","5,423","          2.27","6,301","5,997","          1.05"
"경상남도 창원시 마산합포구 진북면(4812533000)","3,503","1,739","          2.01","1,870","1,633","          1.15"
"경상남도 창원시 마산합포구 진전면(4812534000)","3,975","2,199","          1.81","1,979","1,996","          0.99"
"경상남도 창원시 마산합포구 현동(4812551000)","14,271","5,623","          2.54","7,095","7,176","          0.99"
"경상남도 창원시 마산합포구 가포동(4812552000)","917","542","          1.69","482","435","          1.11"
"경상남도 창원시 마산합포구 월영동(4812553000)","35,032","13,724","          2.55","17,378","17,654","          0.98"
"경상남도 창원시 마산합포구 문화동(4812554000)","11,165","5,560","          2.01","5,526","5,639","          0.98"
"경상남도 창원시 마산합포구 반월중앙동(4812556500)","14,693","6,355","          2.31","7,170","7,523","          0.95"
"경상남도 창원시 마산합포구 완월동(4812557000)","9,151","3,939","          2.32","4,462","4,689","          0.95"
"경상남도 창원시 마산합포구 자산동(4812558000)","10,764","4,806","          2.24","5,311","5,453","          0.97"
"경상남도 창원시 마산합포구 교방동(4812561000)","15,299","6,683","          2.29","7,610","7,689","          0.99"
"경상남도 창원시 마산합포구 오동동(4812563000)","19,389","10,264","          1.89","9,618","9,771","          0.98"
"경상남도 창원시 마산합포구 합포동(4812564000)","6,827","3,474","          1.97","3,461","3,366","          1.03"
"경상남도 창원시 마산합포구 산호동(4812565000)","12,521","6,061","          2.07","6,207","6,314","          0.98"
"경상남도 창원시 마산회원구 (4812700000)","189,985","81,140","          2.34","95,259","94,726","          1.01"
"경상남도 창원시 마산회원구 내서읍(4812725000)","64,660","24,671","          2.62","32,537","32,123","          1.01"
"경상남도 창원시 마산회원구 회원1동(4812751000)","10,399","5,126","          2.03","5,177","5,222","          0.99"
"경상남도 창원시 마산회원구 회원2동(4812752000)","9,878","4,417","          2.24","4,884","4,994","          0.98"
"경상남도 창원시 마산회원구 석전동(4812754500)","16,986","7,764","          2.19","8,516","8,470","          1.01"
"경상남도 창원시 마산회원구 회성동(4812755000)","6,208","3,058","          2.03","3,145","3,063","          1.03"
"경상남도 창원시 마산회원구 양덕1동(4812756000)","11,174","5,345","          2.09","5,601","5,573","          1.01"
"경상남도 창원시 마산회원구 양덕2동(4812757000)","31,711","11,749","          2.70","15,687","16,024","          0.98"
"경상남도 창원시 마산회원구 합성1동(4812758000)","9,375","4,451","          2.11","4,746","4,629","          1.03"
"경상남도 창원시 마산회원구 합성2동(4812759000)","7,665","4,118","          1.86","3,819","3,846","          0.99"
"경상남도 창원시 마산회원구 구암1동(4812760000)","9,002","4,255","          2.12","4,496","4,506","          1.00"
"경상남도 창원시 마산회원구 구암2동(4812761000)","9,610","4,364","          2.20","4,805","4,805","          1.00"
"경상남도 창원시 마산회원구 봉암동(4812762000)","3,317","1,822","          1.82","1,846","1,471","          1.25"
"경상남도 창원시 진해구 (4812900000)","191,900","81,088","          2.37","98,275","93,625","          1.05"
"경상남도 창원시 진해구 충무동(4812953000)","17,198","7,608","          2.26","8,914","8,284","          1.08"
"경상남도 창원시 진해구 여좌동(4812954000)","8,655","4,269","          2.03","4,288","4,367","          0.98"
"경상남도 창원시 진해구 태백동(4812955000)","4,988","2,591","          1.93","2,511","2,477","          1.01"
"경상남도 창원시 진해구 경화동(4812956000)","11,340","4,584","          2.47","5,741","5,599","          1.03"
"경상남도 창원시 진해구 병암동(4812957000)","7,489","3,303","          2.27","3,708","3,781","          0.98"
"경상남도 창원시 진해구 석동(4812958000)","17,417","6,871","          2.53","8,898","8,519","          1.04"
"경상남도 창원시 진해구 이동(4812959000)","8,521","4,516","          1.89","4,515","4,006","          1.13"
"경상남도 창원시 진해구 자은동(4812960000)","21,420","8,698","          2.46","10,681","10,739","          0.99"
"경상남도 창원시 진해구 덕산동(4812961000)","10,201","4,118","          2.48","5,002","5,199","          0.96"
"경상남도 창원시 진해구 풍호동(4812962000)","26,031","9,107","          2.86","12,995","13,036","          1.00"
"경상남도 창원시 진해구 웅천동(4812963000)","12,678","5,227","          2.43","6,434","6,244","          1.03"
"경상남도 창원시 진해구 웅동1동(4812964000)","6,439","2,719","          2.37","3,296","3,143","          1.05"
"경상남도 창원시 진해구 웅동2동(4812965000)","39,523","17,477","          2.26","21,292","18,231","          1.17"
"경상남도 진주시 (4817000000)","346,607","152,861","          2.27","171,379","175,228","          0.98"
"경상남도 진주시 문산읍(4817025000)","8,149","3,567","          2.28","4,114","4,035","          1.02"
"경상남도 진주시 내동면(4817031000)","4,118","1,659","          2.48","2,055","2,063","          1.00"
"경상남도 진주시 정촌면(4817032000)","8,025","3,643","          2.20","4,105","3,920","          1.05"
"경상남도 진주시 금곡면(4817033000)","2,227","1,213","          1.84","1,049","1,178","          0.89"
"경상남도 진주시 진성면(4817035000)","1,900","1,054","          1.80","924","976","          0.95"
"경상남도 진주시 일반성면(4817036000)","2,608","1,352","          1.93","1,276","1,332","          0.96"
"경상남도 진주시 이반성면(4817037000)","1,595","990","          1.61","797","798","          1.00"
"경상남도 진주시 사봉면(4817038000)","1,509","881","          1.71","750","759","          0.99"
"경상남도 진주시 지수면(4817039000)","1,463","822","          1.78","744","719","          1.03"
"경상남도 진주시 대곡면(4817040000)","3,229","1,789","          1.80","1,604","1,625","          0.99"
"경상남도 진주시 금산면(4817041000)","21,035","7,757","          2.71","10,572","10,463","          1.01"
"경상남도 진주시 집현면(4817042000)","4,708","2,125","          2.22","2,368","2,340","          1.01"
"경상남도 진주시 미천면(4817043000)","1,617","931","          1.74","789","828","          0.95"
"경상남도 진주시 명석면(4817044000)","3,997","2,097","          1.91","1,977","2,020","          0.98"
"경상남도 진주시 대평면(4817045000)","1,053","562","          1.87","504","549","          0.92"
"경상남도 진주시 수곡면(4817046000)","2,232","1,242","          1.80","1,083","1,149","          0.94"
